"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-07-23T06:03:17.603Z";"La Jamaicana";"1su0UhIGMj7Y2mdvdmUL7S";"Café Quijano";"2ECP3nWC88LaFz4oQzTo3Z";;;"2026-07-23 06:03:17.603";"2026-07-23"
"2026-07-23T06:34:28.528Z";"La Jamaicana";"1su0UhIGMj7Y2mdvdmUL7S";"Café Quijano";"2ECP3nWC88LaFz4oQzTo3Z";;;"2026-07-23 06:34:28.528";"2026-07-23"
"2026-07-23T06:38:12.765Z";"Syntisten pöytä";"5Cwd5i7wxWH9szTN1i1GFK";"Erika Vikman";"6JVB6uiYxpF2K1PGsPRpWR";;;"2026-07-23 06:38:12.765";"2026-07-23"
"2026-07-23T06:42:08.084Z";"Kaiken arvoinen";"04ItU6vyhnq8QHKIrYqDR1";"Behm";"3bAa4FKwIgwWYHdaUJicmE";;;"2026-07-23 06:42:08.084";"2026-07-23"
"2026-07-23T06:45:52.193Z";"Kuningas";"0UmeSdIpuTrkADD10cARU4";"Vesala";"5fyBhURKALJ81CC9X4DvZP";;;"2026-07-23 06:45:52.193";"2026-07-23"
"2026-07-23T06:48:03.153Z";"Dios Es Un Stalker";"6FdOGTRYvLCJ79d55YtGgZ";"ROSALÍA";"7ltDVBr6mKbRvohxheJ9h1";;;"2026-07-23 06:48:03.153";"2026-07-23"
"2026-07-23T06:51:58.533Z";"Baden-Baden";"4g8ITnqeD4Carnp8qNxPDh";"Chisu";"0Wo2rgrMZVYn0u0uxlDPJP";;;"2026-07-23 06:51:58.533";"2026-07-23"
"2026-07-23T06:57:58.937Z";"Beach - Acoustic";"5omA7G0GjJB25avB53akJi";"Veronica Fusaro";"2Nu9BiGXLIAbTs0mrbsmRW";;;"2026-07-23 06:57:58.937";"2026-07-23"
"2026-07-23T07:00:59.405Z";"Mon Amour - Remix";"5TMLavqGRKNxgzMBrVpC9R";"zzoilo";"7c53ZFyajVMTo08HmvoB6b";"Aitana";"7eLcDZDYHXZCebtQmVFL25";"2026-07-23 07:00:59.405";"2026-07-23"
"2026-07-23T07:28:27.103Z";"Something Serious";"0PV4VQCmE6Ujssr1bnswdF";"Bruno Mars";"0du5cEVh5yTK9QJze8zA0C";;;"2026-07-23 07:28:27.103";"2026-07-23"
"2026-07-23T07:32:17.874Z";"Reliquia";"4ORvXsPK9AJmDzm36BYcdy";"ROSALÍA";"7ltDVBr6mKbRvohxheJ9h1";;;"2026-07-23 07:32:17.874";"2026-07-23"
"2026-07-23T07:35:24.745Z";"Sinkkumies";"1gX6ZGnf3sMlm0dIaQJvqV";"Käärijä";"6LkMGN0t3HDNL8hIvma70r";"SANNI";"7meg3neLTT2WR1LDjL8jze";"2026-07-23 07:35:24.745";"2026-07-23"
"2026-07-23T07:38:09.058Z";"Sekaisin";"0sfgSROEruv8lqSwf3wrml";"costee";"3I4GcOB25cSJHa9d7Bsgji";;;"2026-07-23 07:38:09.058";"2026-07-23"
"2026-07-23T07:41:42.733Z";"Tarde o Temprano";"7CJbGTWfMlNYkhk2MgBfde";"El Zar";"1cj1ov4uZ0Htsx9PWDpNvi";;;"2026-07-23 07:41:42.733";"2026-07-23"
"2026-07-23T07:44:28.281Z";"777";"2K6vUau7bnZUamjbRSOOvJ";"Bruno Mars";"0du5cEVh5yTK9QJze8zA0C";"Anderson .Paak|Silk Sonic";"3jK9MiCrA42lLAdMGUZpwa|6PvvGcCY2XtUcSRld1Wilr";"2026-07-23 07:44:28.281";"2026-07-23"
"2026-07-23T07:48:02.307Z";"Mr. Rain";"2kd24JDNz3DkmvUpJMckDa";"Maya Fadeeva";"3gIcFcSyNnXAmdsl5YrtYb";"Club des Belugas";"3ea1ZpptTqS5pwYYpQQVCo";"2026-07-23 07:48:02.307";"2026-07-23"
"2026-07-23T07:50:23.594Z";"Sexo, Violencia y Llantas";"1dp0MRcrgCxEESP1LrF2yA";"ROSALÍA";"7ltDVBr6mKbRvohxheJ9h1";;;"2026-07-23 07:50:23.594";"2026-07-23"
"2026-07-23T07:52:58.416Z";"San Francisco Boy";"76NMPdhz29sqm6pOnRkhd6";"Käärijä";"6LkMGN0t3HDNL8hIvma70r";"Hooja";"054fVwphDX8QB8Pm7IjRcL";"2026-07-23 07:52:58.416";"2026-07-23"
"2026-07-23T07:56:18.248Z";"The Thrill Is Gone.";"5eVG50IlyjSevPsWnSI76r";"RAYE";"5KKpBU5eC2tJDzf0wmlRp2";;;"2026-07-23 07:56:18.248";"2026-07-23"
"2026-07-23T08:00:15.557Z";"I Shouldn't I Wouldn't";"2VhYRQFqCdPnAuYJa30jrX";"Club des Belugas";"3ea1ZpptTqS5pwYYpQQVCo";"Maya Fadeeva";"3gIcFcSyNnXAmdsl5YrtYb";"2026-07-23 08:00:15.557";"2026-07-23"
"2026-07-23T08:04:24.310Z";"Gardenia";"2tGJNmpX83uhg2ATazMl1B";"Haloo Helsinki!";"0JTMRuiDzOCjWuYtWMgv2s";;;"2026-07-23 08:04:24.31";"2026-07-23"
"2026-07-23T08:07:29.194Z";"Frantic";"0A6SHeAvl9B0QTAktjlD3Z";"Maya Fadeeva";"3gIcFcSyNnXAmdsl5YrtYb";"Club des Belugas";"3ea1ZpptTqS5pwYYpQQVCo";"2026-07-23 08:07:29.194";"2026-07-23"
"2026-07-23T08:10:45.326Z";"La Perla";"4oVO4fGNRRvEn0CRuFO4qv";"ROSALÍA";"7ltDVBr6mKbRvohxheJ9h1";"Yahritza Y Su Esencia";"51ZSh80McCt7vbqHouzW0A";"2026-07-23 08:10:45.326";"2026-07-23"
