"played_at";"track.name";"track.id";"name";"artist.id";"featured_artists";"featured_artist_ids";"played";"day"
"2026-09-25T06:42:40.289Z";"Tumbao Sangreao";"5a8AT3MKVxtkqhUgzt5Hl9";"Asere";"6oohjBI9gldSuxyroAetT8";;;"2026-09-25 06:42:40.289";"2026-09-25"
"2026-09-25T07:34:00.079Z";"Esperanza";"3U8Zi2MZmnkbzhFX7EzrJH";"Salsa Celtica";"1L4dh63UjFVKTCBZTmbPSZ";;;"2026-09-25 07:34:00.079";"2026-09-25"
"2026-09-25T07:37:35.928Z";"Para Chango";"7nabjegyfwRCiFX11anzb1";"Oscar D'León";"1c84wItoiAe1pEbpJMqUmQ";;;"2026-09-25 07:37:35.928";"2026-09-25"
"2026-09-25T11:43:20.765Z";"Esta Pegao";"0SQJvvvcSjlUgQjfk1i204";"El Timba";"0O0OynmaAvfmXAsBwNHBwi";"Fabio Gianni";"0l8NVW6mW9GPWR43ueCYPu";"2026-09-25 11:43:20.765";"2026-09-25"
"2026-09-25T11:48:53.311Z";"Psicología";"6nqfz3RMwggcugEuuKuEOH";"Asere";"6oohjBI9gldSuxyroAetT8";;;"2026-09-25 11:48:53.311";"2026-09-25"
"2026-09-25T12:56:11.870Z";"Buscando la Verdad";"01cjN53J5U2hPVQIY43UfP";"Dj Ricky Campanelli";"6ceACgrJX4NC60Cs5BUkva";"Jimmy Bosch";"6qZcCPB1iHABslHewMUWwV";"2026-09-25 12:56:11.87";"2026-09-25"
"2026-09-25T14:33:49Z";"Bilongo";"0Y7luI0e7RPwFUw81prm0y";"Eddie Palmieri";"2VviFtXYreO6Zn9n8Ibk6C";"Ismael Quintana";"0BM26r4eTvHRclFsKRH2zq";"2026-09-25 14:33:49";"2026-09-25"
"2026-09-25T14:40:57.315Z";"Picadillo";"6PG3HtgtgTMIt8pVw0MdiE";"Cal Tjader";"3XOVABzceOUTbR3iEz0ImO";"Eddie Palmieri";"2VviFtXYreO6Zn9n8Ibk6C";"2026-09-25 14:40:57.315";"2026-09-25"
"2026-09-25T14:44:31.133Z";"Trumpet En Montuno";"7pQ0Lh6tgEn1At822jEbIB";"Chocolate Armenteros";"0ycluGEeQTYXpwgz3HJTqo";;;"2026-09-25 14:44:31.133";"2026-09-25"
"2026-09-25T14:49:43.529Z";"Tumbao";"4mdp6adQV1EWoyVEDMlnH6";"Ruben Gonzalez";"00n4Vljc6N9pvJ26SKPphh";;;"2026-09-25 14:49:43.529";"2026-09-25"
"2026-09-25T14:57:18.953Z";"La Pelota";"5gCVIQU8nFiEnNtUs2MVl5";"Ray Barretto";"2h4ndKS2vRWeFLpq8ARu0D";;;"2026-09-25 14:57:18.953";"2026-09-25"
"2026-09-25T15:02:34.351Z";"Catalina la O - Remastered 2026";"5Rhiq6p1Eddnr70X0ICMb4";"Pete \"El Conde\" Rodriguez";"1Nl2RRbigQuX1TqV1tSPHa";;;"2026-09-25 15:02:34.351";"2026-09-25"
"2026-09-25T15:29:49.338Z";"Choco's Guajira";"3y9vkPX9wPXytbyZKrj44z";"Ruben Gonzalez";"00n4Vljc6N9pvJ26SKPphh";;;"2026-09-25 15:29:49.338";"2026-09-25"
"2026-09-25T15:42:13.267Z";"Guaguancó Callejero";"0TVjfRXpAbKVh5T5sG5RYT";"Ibrahim Ferrer";"5dss7E1Ph0KxuF1ULfAx4D";;;"2026-09-25 15:42:13.267";"2026-09-25"
"2026-09-25T15:46:36.483Z";"Tear It Down";"1JRJoWhWj91n7TxgxVDBbY";"Greta Van Fleet";"4NpFxQe2UvRCAjto3JqlSl";;;"2026-09-25 15:46:36.483";"2026-09-25"
